vehicle_id,home_depot,final_node,final_available_time,Total_Passenger,Total_Movement,Passenger_Movement,Empty_Movement,total_flight_time_min,total_ground_time_min,total_flight_distance_km,passenger_flight_distance_km,empty_flight_distance_km,charging_time_min,Total_Cost
23,7,7,733,1,2,1,1,20,713,64.48,32.24,32.24,711,244548
24,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
25,2,2,343,2,2,1,1,16,327,55.14,27.57,27.57,323,203000
26,3,3,716,7,3,2,1,40,676,138.75,114.82,23.93,664,470692
27,5,5,552,7,2,2,0,16,536,47.86,47.86,0.0,526,203000
28,7,7,743,4,3,1,2,25,718,69.5,23.93,45.57,714,314887
29,9,9,824,3,3,2,1,40,784,138.75,76.71,62.04,778,470692
30,2,2,377,2,2,1,1,16,361,55.14,27.57,27.57,357,203000
31,3,3,366,3,2,1,1,30,336,105.56,52.78,52.78,330,348418
32,5,5,557,3,2,2,0,16,541,47.86,47.86,0.0,537,203000
33,7,7,757,4,3,1,2,25,732,69.5,23.93,45.57,728,314887
34,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
35,2,2,398,4,2,1,1,16,382,55.14,27.57,27.57,376,203000
36,3,3,583,4,2,1,1,16,567,47.86,23.93,23.93,563,203000
37,5,5,578,2,2,2,0,16,562,47.86,47.86,0.0,558,203000
38,7,7,757,4,3,1,2,25,732,69.5,23.93,45.57,728,314887
39,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
40,2,2,411,1,2,1,1,16,395,55.14,27.57,27.57,393,203000
41,3,3,574,3,2,1,1,16,558,47.86,23.93,23.93,552,203000
42,5,5,412,4,2,2,0,16,396,55.14,55.14,0.0,388,203000
43,7,7,762,4,3,1,2,25,737,69.5,23.93,45.57,733,314887
44,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
45,2,2,463,4,2,1,1,16,447,55.14,27.57,27.57,441,203000
46,3,3,584,3,2,1,1,16,568,47.86,23.93,23.93,562,203000
47,5,5,581,8,2,2,0,16,565,47.86,47.86,0.0,557,203000
48,7,7,784,4,3,1,2,24,760,70.01,27.57,42.44,756,304500
49,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
50,2,2,454,3,2,1,1,16,438,55.14,27.57,27.57,432,203000
51,3,3,602,4,2,1,1,16,586,47.86,23.93,23.93,582,203000
52,5,5,457,5,3,3,0,19,438,55.58,55.58,0.0,428,252565
53,7,7,757,2,3,1,2,24,733,70.01,27.57,42.44,729,304500
54,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
55,2,2,473,2,2,1,1,16,457,55.14,27.57,27.57,453,203000
56,3,3,608,2,2,1,1,16,592,47.86,23.93,23.93,588,203000
57,5,5,634,6,2,2,0,16,618,47.86,47.86,0.0,610,203000
58,7,7,757,2,2,1,1,20,737,64.48,32.24,32.24,733,244548
59,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
60,2,2,500,2,2,1,1,16,484,55.14,27.57,27.57,480,203000
61,3,3,620,3,2,1,1,16,604,47.86,23.93,23.93,598,203000
62,5,5,534,6,2,2,0,16,518,55.14,55.14,0.0,508,203000
63,7,7,747,4,3,1,2,24,723,70.01,27.57,42.44,717,304500
64,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
65,2,2,570,2,2,1,1,16,554,55.14,27.57,27.57,550,203000
66,3,3,627,3,2,1,1,16,611,47.86,23.93,23.93,605,203000
67,5,5,633,6,2,2,0,16,617,47.86,47.86,0.0,607,203000
68,7,7,755,1,3,1,2,25,730,69.5,23.93,45.57,728,314887
69,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
70,2,2,556,3,2,1,1,16,540,55.14,27.57,27.57,534,203000
71,3,3,650,2,2,1,1,16,634,47.86,23.93,23.93,630,203000
72,5,5,643,4,3,3,0,19,624,55.58,55.58,0.0,618,252565
73,7,7,756,2,3,1,2,25,731,69.5,23.93,45.57,727,314887
74,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
75,2,2,568,1,2,1,1,16,552,55.14,27.57,27.57,550,203000
76,3,3,674,4,2,1,1,30,644,105.56,52.78,52.78,640,348418
77,5,5,654,5,2,2,0,16,638,47.86,47.86,0.0,630,203000
78,7,7,772,2,3,1,2,25,747,69.5,23.93,45.57,745,314887
79,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
80,2,2,574,4,2,1,1,16,558,55.14,27.57,27.57,554,203000
81,3,3,659,3,2,1,1,16,643,47.86,23.93,23.93,637,203000
82,5,5,746,3,3,2,1,25,721,69.5,56.17,13.33,715,314887
83,7,7,773,1,2,1,1,20,753,64.48,32.24,32.24,751,244548
84,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
85,2,2,588,3,2,1,1,16,572,55.14,27.57,27.57,568,203000
86,3,3,666,2,2,1,1,16,650,47.86,23.93,23.93,646,203000
87,5,5,701,5,2,2,0,16,685,47.86,47.86,0.0,679,203000
88,7,7,773,3,3,1,2,25,748,69.5,23.93,45.57,742,314887
89,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
90,2,2,591,2,2,1,1,16,575,55.14,27.57,27.57,571,203000
91,3,3,709,1,2,1,1,30,679,105.56,52.78,52.78,677,348418
92,5,5,761,3,3,2,1,25,736,69.5,56.17,13.33,730,314887
93,7,7,796,4,3,1,2,24,772,70.01,27.57,42.44,768,304500
94,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
95,2,2,599,4,2,1,1,16,583,55.14,27.57,27.57,579,203000
96,3,3,671,2,3,2,1,19,652,55.58,31.65,23.93,648,252565
97,5,5,606,5,2,2,0,16,590,55.14,55.14,0.0,582,203000
98,7,7,796,4,3,1,2,24,772,70.01,27.57,42.44,768,304500
99,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
100,2,2,632,2,2,1,1,16,616,55.14,27.57,27.57,614,203000
101,3,3,718,4,2,1,1,16,702,47.86,23.93,23.93,698,203000
102,5,5,706,6,2,2,0,16,690,47.86,47.86,0.0,680,203000
103,7,7,819,5,3,2,1,25,794,69.5,37.26,32.24,784,314887
104,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
105,2,2,635,1,2,1,1,16,619,55.14,27.57,27.57,617,203000
106,3,3,715,2,2,1,1,16,699,47.86,23.93,23.93,695,203000
107,5,5,816,5,3,2,1,24,792,70.01,59.81,10.2,786,304500
108,7,7,822,4,3,1,2,24,798,70.01,27.57,42.44,792,304500
109,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
110,2,2,646,2,2,1,1,16,630,55.14,27.57,27.57,626,203000
111,3,3,691,4,3,1,2,19,672,55.58,27.57,28.01,668,252565
112,5,5,647,6,2,2,0,16,631,55.14,55.14,0.0,621,203000
113,7,7,785,3,4,2,2,27,758,70.45,28.01,42.44,752,354065
114,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
115,2,2,682,3,2,1,1,16,666,55.14,27.57,27.57,660,203000
116,3,3,714,1,2,1,1,16,698,47.86,23.93,23.93,696,203000
117,5,5,787,4,3,3,0,25,762,69.5,69.5,0.0,754,314887
118,7,7,813,1,2,1,1,20,793,64.48,32.24,32.24,791,244548
119,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
120,2,2,658,1,2,1,1,16,642,55.14,27.57,27.57,640,203000
121,3,3,717,4,2,1,1,30,687,105.56,52.78,52.78,681,348418
122,5,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
123,7,7,804,3,3,1,2,24,780,70.01,27.57,42.44,774,304500
124,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
125,2,2,692,1,2,1,1,16,676,55.14,27.57,27.57,674,203000
126,3,3,696,3,2,1,1,16,680,47.86,23.93,23.93,674,203000
127,5,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
128,7,7,813,1,3,1,2,24,789,70.01,27.57,42.44,787,304500
129,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
130,2,2,696,4,2,1,1,16,680,55.14,27.57,27.57,676,203000
131,3,3,708,4,3,2,1,19,689,55.58,31.65,23.93,681,252565
132,5,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
133,7,7,818,4,2,1,1,14,804,26.66,13.33,13.33,796,182226
134,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
135,2,2,682,2,2,1,1,16,666,55.14,27.57,27.57,664,203000
136,3,3,724,4,2,1,1,16,708,47.86,23.93,23.93,704,203000
137,5,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
138,7,7,813,5,4,2,2,28,785,77.22,40.9,36.32,779,364452
139,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
140,2,2,695,1,2,1,1,16,679,55.14,27.57,27.57,677,203000
141,3,3,724,2,2,1,1,16,708,47.86,23.93,23.93,706,203000
142,5,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
143,7,7,816,4,3,1,2,24,792,70.01,27.57,42.44,788,304500
144,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
145,2,2,700,4,2,1,1,16,684,55.14,27.57,27.57,680,203000
146,3,3,735,2,2,1,1,16,719,47.86,23.93,23.93,715,203000
147,5,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
148,7,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
149,9,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
