num_vehicles,total_penalty,complete_batch_count,overdue_batch_count,total_batch_count,runtime_seconds,output_directory,is_best_penalty
51,4058762100,1541,2742,4283,283.826,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_51,FALSE
52,4016087800,1569,2714,4283,284.404,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_52,FALSE
53,3975369800,1595,2688,4283,283.835,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_53,FALSE
54,3948415400,1611,2672,4283,283.319,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_54,FALSE
55,3887383500,1650,2633,4283,284.066,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_55,FALSE
56,3846559000,1676,2607,4283,284.428,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_56,FALSE
57,3807651800,1699,2584,4283,283.796,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_57,FALSE
58,3733832700,1745,2538,4283,284.569,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_58,FALSE
59,3676047400,1783,2500,4283,284.147,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_59,FALSE
60,3628925600,1816,2467,4283,282.904,C:\Users\c\Desktop\대학생활\학연생\새로운_경로방식\PDPTW_Rolling_Horizon\자료\결과\Ortools\Penalty_per_vehicles\vehicles_60,FALSE
